;uuid;giorno_min;giorno_max;durata_vita;conteggio_giorni_totale;site_giallozafferano;site_repubblica;site_subito;site_ansa;site_kijiji;site_corriere;site_ebay;site_pianetadonna;site_aranzulla;site_greenme;site_gazzetta;site_sole24ore;site_pourfemme;site_alfemminile;site_corrieresport;site_cookaround;site_autoscout;site_staseratv;prima_citta;browser_name;device_name;os_name
9373;9374;28/02/19;29/05/19;91;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;Chrome Mobile;Mobile;Android
9374;9375;23/05/19;23/05/19;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-BA;Chrome;Desktop and Laptop;Windows 7
9375;9376;12/06/19;14/06/19;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;Mobile Safari 12;Mobile;iPhone
9376;9377;28/05/19;28/05/19;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;Mobile Safari 12;Mobile;iPhone
9377;9378;08/02/19;04/06/19;117;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;ITA-RM;Chrome;Desktop and Laptop;Windows 10
9378;9379;11/06/19;11/06/19;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;Chrome Mobile;Mobile;Android
9379;9380;24/04/19;31/05/19;38;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-MI;Edge;Desktop and Laptop;Windows 10
9380;9381;14/06/17;16/06/19;733;229;0;2;1;3;4;0;2;0;52;1;0;0;0;1;3;0;10;0;ITA-NO;;Mobile;iPhone
9381;9382;28/04/18;15/06/19;414;169;0;0;0;0;10;0;2;0;1;1;1;0;0;1;0;0;0;0;ITA-TO;Mobile Safari 10;Mobile;iPhone
9382;9383;14/06/19;14/06/19;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-BO;Mobile Safari 12;Tablet;iPad
9383;9384;20/04/19;16/06/19;58;5;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;ITA-NA;Mobile Safari 9;Mobile;iPhone
9384;9385;03/06/19;03/06/19;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-MI;Mobile Safari 12;Mobile;iPhone
9385;9386;30/01/18;14/06/19;501;132;2;0;0;3;5;19;0;0;0;0;0;3;0;8;0;0;0;0;ITA-SO;Chrome;Desktop and Laptop;Mac OS X
9386;9387;21/05/19;21/05/19;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-FR;Mobile Safari 12;Mobile;iPhone
9387;9388;23/05/19;23/05/19;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;Chrome;Desktop and Laptop;Windows 10
9388;9389;14/06/19;14/06/19;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-SA;Safari 12;Desktop and Laptop;Mac OS X
9389;9390;11/05/19;31/05/19;21;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-MI;Edge;Desktop and Laptop;Windows 10
9390;9391;04/04/19;27/05/19;54;39;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;ITA-NA;Mobile Safari 12;Mobile;iPhone
9391;9392;27/02/19;12/06/19;106;9;0;1;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;ITA-BS;Edge;Desktop and Laptop;Windows 10
9392;9393;05/06/19;05/06/19;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;Chrome Mobile;Mobile;Android
9393;9394;28/04/19;07/06/19;41;4;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-PV;Mobile Safari 10;Tablet;iPad
9394;9395;22/05/19;14/06/19;24;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-RM;Mobile Safari 12;Tablet;iPad
9395;9396;15/05/19;18/05/19;4;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;Chrome;Desktop and Laptop;Windows 10
9396;9397;29/05/19;29/05/19;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;Mobile Safari 10;Mobile;iPhone
9397;9398;13/12/18;16/06/19;186;80;0;0;1;0;2;0;0;0;1;0;0;0;1;0;0;0;0;0;;Firefox 4+;Desktop and Laptop;Windows 7
9398;9399;10/05/19;18/05/19;9;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-CT;Chrome Mobile;Mobile;Android
9399;9400;01/06/17;15/06/19;745;214;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;ITA-RM;;;
9400;9401;20/05/19;23/05/19;4;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;Firefox 4+;Desktop and Laptop;Ubuntu
9401;9402;26/05/19;26/05/19;1;1;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;ITA-VI;Mobile Safari 12;Mobile;iPhone
9402;9403;09/05/19;16/06/19;39;13;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;ITA-NA;Mobile Safari 10;Mobile;iPhone
9403;9404;15/06/19;15/06/19;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-CH;Chrome Mobile;Mobile;Android
9404;9405;10/06/19;10/06/19;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-TO;Chrome Mobile;Mobile;Android
9405;9406;04/06/19;04/06/19;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-CN;Safari 12;Desktop and Laptop;Mac OS X
9406;9407;16/05/19;16/05/19;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-RM;Chrome;Desktop and Laptop;Mac OS X
9407;9408;04/06/19;04/06/19;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;Chrome;Desktop and Laptop;Windows 8.1
9408;9409;22/05/19;22/05/19;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-AL;Chrome Mobile;Mobile;Android
9409;9410;04/06/19;04/06/19;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;ITA-PD;Mobile Safari 12;Mobile;iPhone
9410;9411;08/07/18;31/05/19;328;43;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;ITA-TS;Chrome Mobile;Mobile;Android
9411;9412;02/06/19;02/06/19;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-RM;Edge;Desktop and Laptop;Windows 10
9412;9413;27/05/19;27/05/19;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-AN;Chrome;Desktop and Laptop;Windows 7
9413;9414;14/01/19;15/06/19;153;87;0;0;0;12;0;0;0;0;0;0;10;1;0;0;1;0;0;0;ITA-BO;Chrome Mobile;Mobile;Android
9414;9415;20/05/19;20/05/19;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-MI;Chrome Mobile;Mobile;Android
9415;9416;16/06/19;16/06/19;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;Mobile Safari 12;Mobile;iPhone
9416;9417;29/05/19;29/05/19;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;Chrome;Desktop and Laptop;Windows 10
9417;9418;19/05/19;19/05/19;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-PG;Safari 11;Desktop and Laptop;Mac OS X
9418;9419;14/03/19;16/06/19;95;23;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;ITA-RM;Mobile Safari 11;Tablet;iPad
9419;9420;13/06/19;15/06/19;3;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-IM;Chrome Mobile;Mobile;Android
9420;9421;27/05/19;03/06/19;8;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;ITA-CN;Mobile Safari 11;Mobile;iPhone
9421;9422;23/03/19;07/06/19;77;13;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;ITA-RA;Chrome Mobile;Mobile;Android
9422;9423;16/05/19;16/05/19;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;Mobile Safari 12;Tablet;iPad
9423;9424;23/05/19;15/06/19;24;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-CA;Chrome;Desktop and Laptop;Windows 10
9424;9425;01/06/19;01/06/19;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-RM;Mobile Safari 10;Tablet;iPad
9425;9426;26/05/19;26/05/19;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-BA;Chrome;Desktop and Laptop;Windows 10
9426;9427;20/05/19;23/05/19;4;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-MI;Chrome;Desktop and Laptop;Windows 10
9427;9428;11/05/19;29/05/19;19;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-RM;Mobile Safari 11;Mobile;iPhone
9428;9429;15/11/18;13/06/19;211;52;3;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;ITA-NO;Mobile Safari 12;Mobile;iPhone
9429;9430;16/05/19;16/05/19;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-VR;Edge;Desktop and Laptop;Windows 10
9430;9431;19/04/19;20/05/19;32;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-AT;Mobile Safari 12;Mobile;iPhone
9431;9432;27/08/18;14/06/19;292;77;23;0;0;0;0;0;0;2;0;0;0;0;0;0;0;2;0;0;ITA-BG;Chrome;Desktop and Laptop;Windows 10
9432;9433;14/04/19;25/05/19;42;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;Mobile Safari 12;Mobile;iPhone
9433;9434;25/05/19;25/05/19;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-EN;Safari 12;Desktop and Laptop;Mac OS X
9434;9435;23/11/18;03/06/19;193;41;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-TO;unknown;Desktop and Laptop;Windows 10
9435;9436;30/05/19;10/06/19;12;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-MC;Chrome Mobile;Mobile;Android
9436;9437;27/09/18;15/06/19;262;107;0;0;0;0;1;0;0;0;3;0;0;0;0;0;0;0;0;0;ITA-CZ;Chrome Mobile;Mobile;Android
9437;9438;26/05/19;27/05/19;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-FI;;;Android
9438;9439;22/06/18;16/06/19;360;255;1;9;0;11;0;2;0;0;0;0;8;1;0;0;2;0;1;7;ITA-TO;;Mobile;iPhone
9439;9440;18/05/19;24/05/19;7;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;Chrome;Desktop and Laptop;Windows 7
9440;9441;11/12/18;26/05/19;167;29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-VE;Mobile Safari 12;Mobile;iPhone
9441;9442;22/05/19;22/05/19;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;Chrome Mobile;Mobile;Android
9442;9443;19/05/19;19/05/19;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-SV;Chrome Mobile;Mobile;Android
9443;9444;18/05/19;30/05/19;13;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;Firefox 4+;Desktop and Laptop;Windows 10
9444;9445;15/05/19;16/06/19;33;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-FI;Chrome Mobile;Mobile;Android
9445;9446;23/02/19;15/06/19;113;26;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-PT;Chrome Mobile;Mobile;Android
9446;9447;27/05/19;27/05/19;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-TA;Firefox 4+;Desktop and Laptop;Windows 10
9447;9448;23/05/19;09/06/19;18;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-BG;Chrome;Desktop and Laptop;Windows 8.1
9448;9449;17/04/19;22/05/19;36;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;Mobile Safari 12;Mobile;iPhone
9449;9450;22/05/19;22/05/19;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-PD;Chrome;Desktop and Laptop;Mac OS X
9450;9451;08/06/19;16/06/19;9;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-NA;Chrome Mobile;Mobile;Android
9451;9452;16/06/19;16/06/19;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-MB;Firefox 4+;Desktop and Laptop;Windows 10
9452;9453;14/04/19;25/05/19;42;5;0;0;0;6;0;0;0;0;0;0;0;0;0;0;42;0;0;0;ITA-PO;Firefox 4+;Desktop and Laptop;Windows XP
9453;9454;26/05/19;26/05/19;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-VA;Chrome;Tablet;Android
9454;9455;11/05/19;20/05/19;10;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-BS;Chrome Mobile;Mobile;Android
9455;9456;26/05/19;26/05/19;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;Mobile Safari 9;Tablet;iPad
9456;9457;07/05/19;29/05/19;23;8;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;4;ITA-BO;Mobile Safari 12;Mobile;iPhone
9457;9458;30/05/19;30/05/19;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-TO;Chrome Mobile;Mobile;Android
9458;9459;30/03/19;30/05/19;62;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-VR;Chrome Mobile;Mobile;Android
9459;9460;01/06/19;05/06/19;5;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-CE;Chrome Mobile;Mobile;Android
9460;9461;21/05/19;29/05/19;9;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;Chrome Mobile;Mobile;Android
9461;9462;17/05/19;17/05/19;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-FI;Chrome;Desktop and Laptop;Windows 10
9462;9463;19/05/19;19/05/19;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-VA;Chrome Mobile;Mobile;Android
9463;9464;04/05/19;30/05/19;27;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;Chrome Mobile;Mobile;Android
9464;9465;18/05/19;18/05/19;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-BS;Mobile Safari 12;Mobile;iPhone
9465;9466;10/01/19;13/06/19;155;40;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;ITA-MI;Chrome;Desktop and Laptop;Windows 10
9466;9467;24/05/19;24/05/19;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-LO;Firefox Mobile;Mobile;Android
9467;9468;16/05/19;17/05/19;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-MN;Chrome Mobile;Mobile;Android
9468;9469;31/05/19;31/05/19;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;Chrome Mobile;Mobile;Android
9469;9470;19/03/19;14/06/19;88;8;0;5;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-PR;Explorer 11;Desktop and Laptop;Windows 10
9470;9471;10/04/19;07/06/19;59;8;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-SI;Edge;Desktop and Laptop;Windows 10
9471;9472;15/06/19;16/06/19;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-MI;Chrome Mobile;Mobile;Android
9472;9473;12/05/19;08/06/19;28;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-BG;Chrome;Tablet;Android
9473;9474;14/05/19;14/06/19;32;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;Chrome Mobile;Mobile;Android
9474;9475;14/12/18;15/06/19;184;148;1;0;0;4;2;0;0;0;2;0;0;0;0;1;1;0;3;243;ITA-VT;Mobile Safari 12;Mobile;iPhone
9475;9476;30/04/18;06/06/19;403;208;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-BO;;Mobile;iPhone
9476;9477;29/05/19;29/05/19;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-LE;Chrome Mobile;Mobile;Android
9477;9478;27/12/18;16/06/19;172;72;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;ITA-TV;Mobile Safari 12;Mobile;iPhone
9478;9479;22/05/19;15/06/19;25;14;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;ITA-RM;Chrome Mobile;Mobile;Android
9479;9480;19/04/19;16/06/19;59;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-TN;;;Android
9480;9481;14/06/19;14/06/19;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-MO;Chrome Mobile;Mobile;Android
9481;9482;31/05/19;31/05/19;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;Safari 11;Desktop and Laptop;Mac OS X
9482;9483;06/05/19;05/06/19;31;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-FI;Chrome Mobile;Mobile;Android
9483;9484;02/06/19;02/06/19;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-MI;Mobile Safari 12;Mobile;iPhone
9484;9485;13/04/19;07/06/19;56;31;0;0;0;0;0;0;0;0;0;0;16;0;0;0;0;0;0;0;ITA-BO;Chrome Mobile;Mobile;Android
9485;9486;04/05/19;09/06/19;37;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-BS;Chrome Mobile;Mobile;Android
9486;9487;05/01/19;16/06/19;163;40;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-BA;;;Android
9487;9488;17/04/19;19/05/19;33;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;Mobile Safari 12;Mobile;iPhone
9488;9489;05/06/19;06/06/19;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-CZ;Safari 12;Desktop and Laptop;Mac OS X
9489;9490;20/05/19;21/05/19;2;2;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;Chrome;Tablet;Android
9490;9491;31/05/19;31/05/19;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;Chrome Mobile;Mobile;Android
9491;9492;28/11/18;12/06/19;197;34;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-RM;Chrome Mobile;Mobile;Android
9492;9493;14/04/19;26/05/19;43;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-SI;Chrome;Desktop and Laptop;Windows 10
9493;9494;21/05/19;21/05/19;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-RM;Firefox 4+;Desktop and Laptop;Windows XP
9494;9495;14/06/19;14/06/19;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;Safari 12;Desktop and Laptop;Mac OS X
9495;9496;18/05/19;18/05/19;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;Safari 12;Desktop and Laptop;Mac OS X
9496;9497;01/06/17;16/06/19;746;673;0;1;0;1;0;21;0;0;0;0;230;0;0;0;3;0;0;0;ITA-MI;Mobile Safari 10;Mobile;
9497;9498;18/05/19;18/05/19;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;Chrome Mobile;Mobile;Android
9498;9499;22/05/19;22/05/19;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-NA;Mobile Safari 12;Mobile;iPhone
9499;9500;16/03/19;25/05/19;71;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;ITA-SA;Chrome Mobile;Mobile;Android
9500;9501;03/05/18;10/06/19;404;82;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;1;0;ITA-RM;Chrome Mobile;Mobile;Android
9501;9502;22/06/18;15/06/19;359;149;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;3;ITA-RM;Chrome Mobile;Mobile;Android
9502;9503;23/05/19;15/06/19;24;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-GE;Chrome;Desktop and Laptop;Windows 10
9503;9504;11/06/19;11/06/19;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;Mobile Safari 12;Tablet;iPad
9504;9505;20/05/19;20/05/19;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;Chrome Mobile;Mobile;Android
9505;9506;22/05/19;16/06/19;26;22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-UD;Chrome Mobile;Mobile;Android
9506;9507;08/06/19;08/06/19;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-CH;Mobile Safari 12;Mobile;iPhone
9507;9508;21/05/19;22/05/19;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-TP;Chrome Mobile;Mobile;Android
9508;9509;06/06/19;06/06/19;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-VA;Chrome;Desktop and Laptop;Windows 7
9509;9510;11/06/19;11/06/19;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-RM;Chrome Mobile;Mobile;Android
9510;9511;03/06/19;03/06/19;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;Mobile Safari 12;Mobile;iPhone
9511;9512;16/05/19;05/06/19;21;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-VE;Chrome;Desktop and Laptop;Windows 10
9512;9513;22/05/19;22/05/19;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-NA;Edge;Desktop and Laptop;Windows 10
9513;9514;17/05/19;17/05/19;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-PD;Opera 15+;Mobile;Android
9514;9515;10/01/19;27/05/19;138;21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-AR;Safari 9;Desktop and Laptop;Mac OS X
9515;9516;31/05/19;31/05/19;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-RM;Safari 12;Desktop and Laptop;Mac OS X
9516;9517;18/05/19;18/05/19;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;Mobile Safari 12;Mobile;iPhone
9517;9518;30/05/19;30/05/19;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;Mobile Safari 12;Tablet;iPad
9518;9519;14/06/19;16/06/19;3;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;Mobile Safari 12;Mobile;iPhone
9519;9520;01/06/17;13/06/19;743;138;0;2;1;0;1;1;0;0;4;0;0;0;0;0;0;0;0;0;ITA-CT;Chrome;Desktop and Laptop;Windows 10
9520;9521;07/09/18;30/05/19;266;43;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-MI;Chrome;Desktop and Laptop;Windows 10
9521;9522;01/06/19;01/06/19;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;Mobile Safari 11;Mobile;iPhone
9522;9523;17/12/18;14/06/19;180;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-NO;Chrome Mobile;Mobile;Android
9523;9524;17/05/19;17/05/19;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-CS;Chrome;Desktop and Laptop;Windows 10
9524;9525;17/05/19;22/05/19;6;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-VE;Chrome Mobile;Mobile;Android
9525;9526;13/06/19;13/06/19;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-GE;Explorer 11;Desktop and Laptop;Windows 7
9526;9527;12/06/19;12/06/19;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;Mobile Safari 12;Mobile;iPhone
9527;9528;14/11/18;14/06/19;213;21;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-TN;Mobile Safari 12;Tablet;iPad
9528;9529;11/06/19;15/06/19;5;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-FI;Chrome Mobile;Mobile;Android
9529;9530;20/05/19;20/05/19;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;Mobile Safari 9;Mobile;iPhone
9530;9531;11/09/18;12/06/19;275;53;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;ITA-RM;Chrome Mobile;Mobile;Android
9531;9532;08/06/19;12/06/19;5;3;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;ITA-TE;Mobile Safari 12;Tablet;iPad
9532;9533;05/06/19;05/06/19;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-NA;Chrome;Desktop and Laptop;Windows 10
9533;9534;16/06/19;16/06/19;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-PZ;Chrome Mobile;Mobile;Android
9534;9535;27/01/18;16/06/19;506;282;8;11;0;1;0;0;0;0;0;0;0;1;0;0;3;0;0;0;ITA-TO;;;
9535;9536;10/06/17;11/06/19;732;345;0;1;0;3;0;1;0;0;0;0;0;0;0;0;0;0;0;141;ITA-CS;Chrome Mobile;Mobile;Android
9536;9537;07/04/19;11/06/19;66;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-RA;Chrome Mobile;Mobile;Android
9537;9538;13/06/19;13/06/19;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-MO;Mobile Safari 12;Mobile;iPhone
9538;9539;18/05/19;18/05/19;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-BS;Chrome;Desktop and Laptop;Windows 7
9539;9540;01/06/19;01/06/19;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-RM;Mobile Safari 12;Mobile;iPhone
